id,nameKo,nameEn,type,category,power,accuracy,priority,target,tags,tagLabels,lead,ace,setupSweeper,wall,pivot,hazardControl,revengeKiller,disruptor,support,descriptionKo,reason
spectralthief,섀도스틸,Spectral Thief,Ghost,Physical,90,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.8,1.1,0,0,0,0,0,0,상대의 그림자에 숨어들어 상대의 능력이 올라가는 것을 뺏어 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
speedswap,스피드스웹,Speed Swap,Psychic,Status,,필중,0,normal,,,0,0,0,0,0,0,0,0,0.8,상대의 스피드와 자신의 스피드를 교체한다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
spicyextract,하바네로엑기스,Spicy Extract,Grass,Status,,필중,0,normal,DISRUPT,방해,0,0,0,0.8,0,0,0,1.8,0,어마어마하게 매운 엑기스를 발사한다. 상대의 공격이 크게 오르고 방어는 크게 떨어진다.,상대 능력치를 낮춰 현재 대면 또는 후속 대면을 안정화합니다.
spiderweb,거미집,Spider Web,Bug,Status,,필중,0,normal,,,0,0,0,0,0,0,0,0,0.8,끈적끈적하고 가는 실을 칭칭 휘감아 상대를 배틀에서 도망칠 수 없게 한다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
spikecannon,가시대포,Spike Cannon,Normal,Physical,20,100,0,normal,ACE_DAMAGE,에이스 주력 공격,0,0.3,0.3,0,0,0,0,0,0,날카로운 침을 상대에게 발사해서 공격한다. 2-5회 동안 연속으로 쓴다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
spikes,압정뿌리기,Spikes,Ground,Status,,필중,0,foeSide,HAZARD_SET|HAZARD_REMOVE,판 설치|판 제거,3,0,0,0.8,0,5,0,0,2,상대의 발밑에 압정을 뿌린다. 교체된 상대 포켓몬에게 데미지를 준다.,설치물로 교체 누적 피해/압박을 만듭니다. / 설치물 제거 또는 필드 정리 가치가 있습니다.
spikyshield,니들가드,Spiky Shield,Grass,Status,,필중,4,self,PRIORITY|FINISHER|PROTECT_SCOUT,선공기|마무리|방어/정찰,0,0.8,0,2,0,0,4.4,0.8,1.4,상대의 공격을 막음과 동시에 접촉한 상대의 체력을 떨어뜨린다.,선공기라 복수 처리와 마무리 가치가 큽니다. / 방어/정찰로 턴 종료 효과와 상대 행동 확인 가치가 있습니다.
spinout,휠스핀,Spin Out,Steel,Physical,100,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,발에 부하를 걸어 격렬하게 회전하며 데미지를 준다. 자신의 스피드가 크게 떨어진다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
spiritbreak,소울크래시,Spirit Break,Fairy,Physical,75,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.6,0.9,0,0,0,0,0,0,맞으면 기가 꺾여버릴 것 같은 기세로 공격한다. 상대의 특수공격을 떨어뜨린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
spiritshackle,그림자꿰매기,Spirit Shackle,Ghost,Physical,80,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.6,1,0,0,0,0,0,0,공격과 동시에 상대의 그림자를 꿰매 도망칠 수 없게 한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
spite,원한,Spite,Ghost,Status,,100,0,normal,,,0,0,0,0,0,0,0,0,0.8,상대가 마지막으로 사용한 기술에 원한을 품어 그 기술의 PP를 4만큼 줄인다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
spitup,토해내기,Spit Up,Normal,Special,,100,0,normal,,,0,0,0,0,0,0,0,0,0,비축된 힘을 상대에게 부딪쳐서 공격한다. 비축된 만큼 위력이 올라간다.,
splash,튀어오르기,Splash,Normal,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,공격도 하지 않고 팔딱팔딱 튈 뿐 아무 일도 일어나지 않는다...,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
splinteredstormshards,레이디얼에지스톰,Splintered Stormshards,Rock,Physical,190,필중,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,Z파워를 얻은 루가루암이 전력으로 공격한다. 추가로 필드 상태를 없앤다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
splishysplash,참방참방서핑,Splishy Splash,Water,Special,90,100,0,allAdjacentFoes,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.8,1.1,0,0,0,0,0,0,커다란 파도에 전기를 날리고 상대에게 부딪쳐서 공격한다. 마비 상태로 만들 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
spore,버섯포자,Spore,Grass,Status,,100,0,normal,STATUS_SPREAD,상태이상,0,0,0,2.2,0,0,0,2.4,1.8,최면 효과가 있는 포자를 훌훌 흩뿌려서 상대를 잠듦 상태로 만든다.,상태이상으로 상대 기능을 낮추거나 교체를 압박합니다.
spotlight,스포트라이트,Spotlight,Normal,Status,,필중,3,normal,PRIORITY|FINISHER,선공기|마무리,0,0.8,0,0,0,0,4,0,0,포켓몬에게 스포트라이트를 비춰 그 턴에서 그 포켓몬만 공격할 수 있게 한다.,선공기라 복수 처리와 마무리 가치가 큽니다.
springtidestorm,봄의폭풍,Springtide Storm,Fairy,Special,100,80,0,allAdjacentFoes,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,애증 섞인 강렬한 바람으로 상대를 둘러싸서 공격한다. 상대의 공격을 떨어뜨릴 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
stealthrock,스텔스록,Stealth Rock,Rock,Status,,필중,0,foeSide,HAZARD_SET|HAZARD_REMOVE,판 설치|판 제거,3.5,0,0,0.8,0,5,0,0,2,상대의 주위에 무수한 바위를 띄워 교체해서 나온 상대 포켓몬에게 데미지를 준다.,스텔스록 설치 기술입니다. / 설치물 제거 또는 필드 정리 가치가 있습니다.
steameruption,스팀버스트,Steam Eruption,Water,Special,110,95,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.8,1.4,0,0,0,0,0,0,상대에게 굉장히 뜨거운 증기를 뿜는다. 상대는 화상을 입기도 한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
steamroller,하드롤러,Steamroller,Bug,Physical,65,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.4,0.8,0,0,0,0,0,0,둥글게 뭉친 몸을 회전하여 상대를 뭉개 버린다. 상대를 풀죽게 만들 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
steelbeam,철제광선,Steel Beam,Steel,Special,140,95,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,전신에서 끌어모은 강철을 빔으로 바꿔 세차게 발사한다. 자신도 데미지를 받는다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
steelroller,아이언롤러,Steel Roller,Steel,Physical,130,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,필드를 파괴하면서 공격한다. 필드가 어떤 상태로든 변해 있지 않은 경우 기술은 실패한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
steelwing,강철날개,Steel Wing,Steel,Physical,70,90,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.5,0.9,0,0,0,0,0,0,단단한 날개를 상대에게 부딪쳐서 공격한다. 자신의 방어가 올라갈 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
stickyweb,끈적끈적네트,Sticky Web,Bug,Status,,필중,0,foeSide,HAZARD_SET|HAZARD_REMOVE,판 설치|판 제거,3,0,0,0.8,0,5,0,0,2,상대의 주위에 끈적끈적한 네트를 둘러 펼쳐 교체되어 나온 상대의 스피드를 떨어뜨린다.,설치물로 교체 누적 피해/압박을 만듭니다. / 설치물 제거 또는 필드 정리 가치가 있습니다.
stockpile,비축하기,Stockpile,Normal,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,힘을 비축해서 자신의 방어와 특수방어를 올린다. 최대 3회까지 비축할 수 있다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
stokedsparksurfer,라이트닝서프라이드,Stoked Sparksurfer,Electric,Special,175,필중,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3.2,1.5,0,0,0,0,0,0,Z파워를 얻은 알로라지방의 라이츄가 전력으로 공격한다. 상대를 마비 상태로 만든다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
stomp,짓밟기,Stomp,Normal,Physical,65,100,0,normal,ACE_DAMAGE,에이스 주력 공격,0,1.1,0.8,0,0,0,0,0,0,큰 발로 상대를 짓밟아서 공격한다. 상대를 풀죽게 만들 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
stompingtantrum,분함의발구르기,Stomping Tantrum,Ground,Physical,75,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.6,0.9,0,0,0,0,0,0,분함을 발판 삼아 공격한다. 앞 턴에서 기술이 빗나갔다면 위력이 배가 된다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
stoneaxe,암석액스,Stone Axe,Rock,Physical,65,90,0,normal,ACE_DAMAGE|ACE_COVERAGE|HAZARD_SET|HAZARD_REMOVE,에이스 주력 공격|에이스 견제폭|판 설치|판 제거,3,1.4,0.8,0.8,0,5,0,0,2,암석 도끼로 공격한다. 흩어진 암석 파편은 상대의 주위에 떠다니게 된다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 설치물로 교체 누적 피해/압박을 만듭니다. / 설치물 제거 또는 필드 정리 가치가 있습니다.
stoneedge,스톤에지,Stone Edge,Rock,Physical,100,80,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,뾰족한 바위를 상대에게 꿰찔러서 공격한다. 급소에 맞기 쉽다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
storedpower,어시스트파워,Stored Power,Psychic,Special,20,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.6,0.3,0,0,0,0,0,0,축적된 파워로 상대를 공격한다. 자신의 능력이 올라가 있는 만큼 위력이 오른다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
stormthrow,업어후리기,Storm Throw,Fighting,Physical,60,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.3,0.8,0,0,0,0,0,0,강렬한 일격을 상대에게 날린다. 공격은 반드시 급소에 맞는다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
strangesteam,원더스팀,Strange Steam,Fairy,Special,90,95,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.8,1.1,0,0,0,0,0,0,연기를 분출해서 상대를 공격한다. 혼란시킬 때가 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
strength,괴력,Strength,Normal,Physical,80,100,0,normal,ACE_DAMAGE,에이스 주력 공격,0,1.3,1,0,0,0,0,0,0,혼신의 힘으로 상대를 세게 때려서 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
strengthsap,힘흡수,Strength Sap,Grass,Status,,100,0,normal,,,0,0,0,0,0,0,0,0,0.8,상대 공격력과 동일하게 자신의 HP를 회복한다. 그리고 상대의 공격을 떨어뜨린다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
stringshot,실뿜기,String Shot,Bug,Status,,95,0,allAdjacentFoes,DISRUPT|SPEED_CONTROL,방해|속도 제어,0,0,0,0.8,0,0,1.2,3.6,2.3,입에서 뿜어낸 실을 휘감아서 상대의 스피드를 크게 떨어뜨린다.,상대 능력치를 낮춰 현재 대면 또는 후속 대면을 안정화합니다. / 속도 제어로 선공권과 마무리 구도를 만듭니다.
struggle,발버둥,Struggle,Normal,Physical,50,필중,0,randomNormal,ACE_DAMAGE,에이스 주력 공격,0,0.8,0.6,0,0,0,0,0,0,자신의 PP가 떨어지면 발버둥 쳐 상대를 공격한다. 자신도 조금 데미지를 입는다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
strugglebug,벌레의저항,Struggle Bug,Bug,Special,50,100,0,allAdjacentFoes,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.1,0.6,0,0,0,0,0,0,저항해서 상대를 공격한다. 상대의 특수공격을 떨어뜨린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
stuffcheeks,볼가득넣기,Stuff Cheeks,Normal,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,지니고 있는 나무열매를 먹고 방어를 크게 올린다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
stunspore,저리가루,Stun Spore,Grass,Status,,75,0,normal,STATUS_SPREAD,상태이상,0,0,0,2.2,0,0,0,2.4,1.8,저리가루를 많이 흩뿌려서 상대를 마비 상태로 만든다.,상태이상으로 상대 기능을 낮추거나 교체를 압박합니다.
submission,지옥의바퀴,Submission,Fighting,Physical,80,80,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.6,1,0,0,0,0,0,0,땅에 자신과 함께 상대를 내던져 공격한다. 자신도 조금 데미지를 입는다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
substitute,대타출동,Substitute,Normal,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,자신의 HP를 조금 깎아서 분신을 만든다. 분신은 자신의 대타가 된다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
subzeroslammer,레이징지오프리즈,Subzero Slammer,Ice,Physical,1,필중,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.3,0,0,0,0,0,0,0,Z파워로 기온을 급격하게 떨어뜨려 전력으로 상대를 얼린다. 원래 기술에 따라 위력이 변한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
suckerpunch,기습,Sucker Punch,Dark,Physical,70,100,1,normal,ACE_DAMAGE|ACE_COVERAGE|PRIORITY|FINISHER,에이스 주력 공격|에이스 견제폭|선공기|마무리,0,2.3,0.9,0,0,0,3.2,0,0,상대보다 먼저 공격할 수 있다. 상대가 쓴 기술이 공격기술이 아니면 실패한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 선공기라 복수 처리와 마무리 가치가 큽니다.
sunnyday,쾌청,Sunny Day,Fire,Status,,필중,0,all,FIELD_CONTROL,날씨/필드/룸,1.8,0,0,0,0,0.8,0,0,3,5턴 동안 햇살을 강하게 해서 불꽃타입 기술의 위력을 올린다. 물타입의 위력은 떨어진다.,날씨/필드/룸/순풍 등 전장 조건을 바꿉니다.
sunsteelstrike,메테오드라이브,Sunsteel Strike,Steel,Physical,100,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,유성 같은 기세로 돌진한다. 상대의 특성을 무시하고 공격할 수 있다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
supercellslam,썬더다이브,Supercell Slam,Electric,Physical,100,95,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,2.7,1.3,0,0,0,0,0,0,몸에 전기를 두르고 상대를 덮친다. 빗나가면 자신이 데미지를 입는다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
superfang,분노의앞니,Super Fang,Normal,Physical,,90,0,normal,,,0,0,0,0,0,0,0,0,0,날카로운 앞니로 강하게 물어서 공격한다. 상대의 HP는 절반이 된다.,
superpower,엄청난힘,Superpower,Fighting,Physical,120,100,0,normal,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3,1.5,0,0,0,0,0,0,엄청난 힘을 발휘하여 상대를 공격한다. 자신의 공격과 방어가 떨어진다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
supersonic,초음파,Supersonic,Normal,Status,,55,0,normal,,,0,0,0,0,0,0,0,0,0.8,특수한 음파를 몸에서 발산하여 상대를 혼란시킨다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
supersonicskystrike,파이널다이브클래시,Supersonic Skystrike,Flying,Physical,1,필중,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.3,0,0,0,0,0,0,0,Z파워로 기세 좋게 날아올라 상대를 향해 전력으로 낙하한다. 원래 기술에 따라 위력이 변한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
surf,파도타기,Surf,Water,Special,90,100,0,allAdjacent,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.8,1.1,0,0,0,0,0,0,큰 파도로 자신의 주위에 있는 포켓몬을 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
surgingstrikes,수류연타,Surging Strikes,Water,Physical,25,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.7,0.3,0,0,0,0,0,0,물의 태세가 극에 달하여 물 흐르듯 3회의 연격을 날린다. 반드시 급소에 맞는다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
swagger,뽐내기,Swagger,Normal,Status,,85,0,normal,,,0,0,0,0,0,0,0,0,0.8,상대를 화내게 해서 혼란시킨다. 분노로 상대의 공격은 크게 올라가 버린다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
swallow,꿀꺽,Swallow,Normal,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,비축된 힘을 꿀꺽해서 자신의 HP를 회복한다. 비축된 만큼 회복한다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
sweetkiss,천사의키스,Sweet Kiss,Fairy,Status,,75,0,normal,,,0,0,0,0,0,0,0,0,0.8,천사처럼 귀엽게 키스하여 상대를 혼란시킨다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
sweetscent,달콤한향기,Sweet Scent,Normal,Status,,100,0,allAdjacentFoes,DISRUPT,방해,0,0,0,0.8,0,0,0,1.8,0,향기로 상대의 회피율을 크게 떨어뜨린다.,상대 능력치를 낮춰 현재 대면 또는 후속 대면을 안정화합니다.
swift,스피드스타,Swift,Normal,Special,60,필중,0,allAdjacentFoes,ACE_DAMAGE,에이스 주력 공격,0,1,0.8,0,0,0,0,0,0,별 모양의 빛을 발사해서 상대를 공격한다. 공격은 반드시 명중한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
switcheroo,바꿔치기,Switcheroo,Dark,Status,,100,0,normal,DISRUPT,방해,1.2,0,0,1,0,0,0,4,0,눈에 보이지 않는 속도로 자신과 상대가 지닌 물건을 교환한다.,상대 전개/회복/보조 기술을 방해하는 핵심 기술입니다.
swordsdance,칼춤,Swords Dance,Normal,Status,,필중,0,self,SETUP_BOOST,랭크업/전개,0,2,4,0,0,0,0,0,0,싸움의 춤을 격렬하게 춰서 기세를 높인다. 자신의 공격을 크게 올린다.,랭크업으로 에이스 전개 또는 장기 돌파 조건을 만듭니다.
synchronoise,싱크로노이즈,Synchronoise,Psychic,Special,120,100,0,allAdjacent,ACE_DAMAGE|RISKY_NUKE|ACE_COVERAGE,에이스 주력 공격|고위험 고화력|에이스 견제폭,0,3,1.5,0,0,0,0,0,0,이상한 전파로 주위에 있는 자신과 같은 타입의 포켓몬에게 데미지를 준다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
synthesis,광합성,Synthesis,Grass,Status,,필중,0,self,RECOVERY,회복,0,-0.4,0,4,0,0,0,0,1.5,자신의 HP를 회복한다. 날씨에 따라 회복량이 변한다.,체력 회복으로 막이/장기전 자원 가치가 높습니다.
syrupbomb,시럽봄,Syrup Bomb,Grass,Special,60,85,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.3,0.8,0,0,0,0,0,0,끈적끈적한 물엿을 폭발시킨다. 상대를 물엿범벅 상태로 만들어서 3턴 동안 계속 스피드를 떨어뜨린다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
tachyoncutter,타키온커터,Tachyon Cutter,Steel,Special,50,필중,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.1,0.6,0,0,0,0,0,0,입자로 된 칼날을 연이어 발사해서 2회 연속으로 데미지를 준다. 공격은 반드시 명중한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
tackle,몸통박치기,Tackle,Normal,Physical,40,100,0,normal,ACE_DAMAGE,에이스 주력 공격,0,0.7,0.5,0,0,0,0,0,0,상대를 향해서 몸 전체를 부딪쳐가며 공격한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
tailglow,반딧불,Tail Glow,Bug,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,깜빡거리는 빛을 바라보고 자신의 정신을 통일하여 특수공격을 매우 크게 올린다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
tailslap,스위프뺨치기,Tail Slap,Normal,Physical,25,85,0,normal,ACE_DAMAGE,에이스 주력 공격,0,0.4,0.3,0,0,0,0,0,0,단단한 꼬리로 상대를 때려서 공격한다. 2-5회 동안 연속으로 쓴다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
tailwhip,꼬리흔들기,Tail Whip,Normal,Status,,100,0,allAdjacentFoes,DISRUPT,방해,0,0,0,0.8,0,0,0,1.8,0,꼬리를 좌우로 귀엽게 흔들어 방심을 유도한다. 상대의 방어를 떨어뜨린다.,상대 능력치를 낮춰 현재 대면 또는 후속 대면을 안정화합니다.
tailwind,순풍,Tailwind,Flying,Status,,필중,0,allySide,FIELD_CONTROL|SPEED_CONTROL,날씨/필드/룸|속도 제어,1.8,0,0,0,0,0.8,1.2,1.8,5,세차게 불어대는 바람의 소용돌이를 만들어 4턴 동안 같은 편 모두의 스피드를 올린다.,날씨/필드/룸/순풍 등 전장 조건을 바꿉니다. / 속도 제어로 선공권과 마무리 구도를 만듭니다.
takedown,돌진,Take Down,Normal,Physical,90,85,0,normal,ACE_DAMAGE,에이스 주력 공격,0,1.5,1.1,0,0,0,0,0,0,굉장한 기세로 상대에게 부딪쳐 공격한다. 자신도 조금 데미지를 입는다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
takeheart,브레이브차지,Take Heart,Psychic,Status,,필중,0,self,,,0,0,0,0,0,0,0,0,0.8,기운을 고조시켜서 자신의 상태 이상을 회복하고 특수공격과 특수방어를 올린다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
tarshot,타르숏,Tar Shot,Rock,Status,,100,0,normal,DISRUPT|SPEED_CONTROL,방해|속도 제어,0,0,0,0.8,0,0,1.2,3.6,2.3,끈적끈적한 타르를 날려서 상대의 스피드를 떨어뜨린다. 상대는 불꽃이 약점이 된다.,상대 능력치를 낮춰 현재 대면 또는 후속 대면을 안정화합니다. / 속도 제어로 선공권과 마무리 구도를 만듭니다.
taunt,도발,Taunt,Dark,Status,,100,0,normal,DISRUPT,방해,1.2,0,0,1,0,0,0,4,0,상대를 화나게 한다. 3턴 동안 상대는 데미지를 주는 기술밖에 쓸 수 없게 된다.,상대 전개/회복/보조 기술을 방해하는 핵심 기술입니다.
tearfullook,눈물그렁그렁,Tearful Look,Normal,Status,,필중,0,normal,DISRUPT,방해,0,0,0,0.8,0,0,0,1.8,0,눈물을 그렁그렁거려 상대의 전의를 상실하게 한다. 상대의 공격과 특수공격이 떨어진다.,상대 능력치를 낮춰 현재 대면 또는 후속 대면을 안정화합니다.
teatime,다과회,Teatime,Normal,Status,,필중,0,all,,,0,0,0,0,0,0,0,0,0.8,다과회를 열어서 배틀에 나와 있는 포켓몬이 각각 지니고 있는 나무열매를 먹는다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
technoblast,테크노버스터,Techno Blast,Normal,Special,120,100,0,normal,ACE_DAMAGE|RISKY_NUKE,에이스 주력 공격|고위험 고화력,0,2.7,1.5,0,0,0,0,0,0,광탄을 상대에게 방출한다. 자신이 지니고 있는 카세트에 의해 타입이 바뀐다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다. / 고위력 기술이라 돌파 가치가 높습니다.
tectonicrage,라이징랜드오버,Tectonic Rage,Ground,Physical,1,필중,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,0.3,0,0,0,0,0,0,0,Z파워로 땅 깊숙이 파고들어 전력으로 상대에게 부딪친다. 원래 기술에 따라 위력이 변한다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
teeterdance,흔들흔들댄스,Teeter Dance,Normal,Status,,100,0,allAdjacent,,,0,0,0,0,0,0,0,0,0.8,흔들흔들 댄스를 춰서 주위에 있는 포켓몬을 혼란 상태로 만든다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
telekinesis,텔레키네시스,Telekinesis,Psychic,Status,,필중,0,normal,,,0,0,0,0,0,0,0,0,0.8,초능력으로 상대를 띄운다. 3턴 동안 공격이 상대에게 맞기 쉬워진다.,변화기이므로 세부 효과 미분류 상태에서는 지원 후보로 보류합니다.
teleport,순간이동,Teleport,Psychic,Status,,필중,-6,self,PIVOT,피벗/교체 연결,1.5,0.4,0,0,4.5,0,0,0,0,교대할 포켓몬이 있을 때 사용하면 교체한다. 야생 포켓몬은 도망가 버린다.,공격/보조 후 유리 대면으로 연결하는 피벗 기술입니다.
temperflare,열불내기,Temper Flare,Fire,Physical,75,100,0,normal,ACE_DAMAGE|ACE_COVERAGE,에이스 주력 공격|에이스 견제폭,0,1.6,0.9,0,0,0,0,0,0,자포자기하는 자세로 공격한다. 앞 턴에서 기술이 빗나갔다면 위력이 배가 된다.,공격 기술이라 에이스/스위퍼의 직접 피해 후보입니다.
